,Unnamed: 0,Sector,Sub Sector,Organization,Operation,Operation Type,Address,City,Postal Code,GHG Emissions (kg),Energy Intensity (eWh/HDD/sq. ft),Energy Intensity (ekWh/ML),Year
542,38,Public Hospital,Acute/Chronic Hospital,Campbellford Memorial Hospital,Campbellford Memorial Hospital,facilities used for hospital purposes,146 Oliver Road,Campbellford,K0L1L0,746198.0741820001,13.59864744795556,,2012
543,39,Public Hospital,Acute Hospital,Carleton Place and District Memorial Hospital,Careton Place Ambulance Base,facilities used for hospital purposes,37 Neelin Street,Carleton Place,K7C2J8,3520.882249,3.1629435193146045,,2012
544,40,Public Hospital,Acute Hospital,Carleton Place and District Memorial Hospital,Carleton Place and District Memorial Hospital,facilities used for hospital purposes,211 Lake Avenue East,Carleton Place,K7C1J4,393350.384354,18.42508559113579,,2012
545,41,Public Hospital,Acute Hospital,Clinton Public Hospital,Clinton Public Hospital,facilities used for hospital purposes,98 Shipley Street,Clinton,N0M1L0,242597.843955,10.722831413867493,,2012
546,42,Public Hospital,Acute/Chronic Hospital,Cobourg Northumberland Hills Hospital,northumberland hills Hospital,facilities used for hospital purposes,1000 DePalma Drive,Cobourg Ontario,K9A5W6,1984472.938291,18.203187092237773,,2012
547,43,Public Hospital,Acute/Chronic Hospital,Cochrane Lady Minto Hospital,The Lady Minto Hospital,facilities used for hospital purposes,241 Eighth Street,Cochrane,P0L1C0,889253.968989,17.679478401119653,,2012
548,44,Public Hospital,Acute Hospital,Collingwood General and Marine Hospital,Collingwood General and Marine Hospital,facilities used for hospital purposes,459 Hume Street,Collingwood,L9Y1W9,1636766.041714,27.244808460733804,,2012
549,45,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,JMP,facilities used for hospital purposes,840 McConnell Avenue,Cornwall,K6H5S5,653237.8756021864,14.298438942548731,,2012
550,46,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,Main,facilities used for hospital purposes,510 - 2nd Street,Cornwall,K6H1Z6,821610.7691401625,12.12686363510624,,2012
551,47,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,The Tower,facilities used for hospital purposes,840 McConnell Avenue,Cornwall,K6H5S5,892854.9318221591,14.298441177455432,,2012
552,48,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,JMP,administrative offices and related facilities,840 McConnell Avenue,Cornwall,K6H5S5,24095.14467153108,14.298439006381251,,2012
553,49,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,Main,administrative offices and related facilities,510 - 2nd Street,Cornwall,K6H1Z6,398384.1517805732,12.126863100373392,,2012
554,50,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,Steam Plant,administrative offices and related facilities,510 - 2nd Street,Cornwall,K6H1Z6,18073.227339572,8.869503247523468,,2012
555,51,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,The Annex,administrative offices and related facilities,840 McConnell Avenue,Cornwall,K6H5S5,54560.68966569,8.869503435702551,,2012
556,52,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,The Steam Plant,administrative offices and related facilities,840 McConnell Avenue,Cornwall,K6H5S5,27280.338140218,8.869500988468474,,2012
557,53,Public Hospital,Acute/Chronic Hospital,Cornwall Community Hospital,The Tower,administrative offices and related facilities,840 McConnell Avenue,Cornwall,K6H5S5,708154.3254397637,13.755459004404244,,2012
558,54,Public Hospital,Acute/Chronic Hospital,Cornwall St. Joseph's Continuing Care Centre,St. Joseph's Continuing Care Centre,facilities used for hospital purposes,14 York Street,Cornwall,K6J5T2,225342.99521658,5.853528007748141,,2012
559,55,Public Hospital,Acute Hospital,Deep River and District Hospital,Deep River & District Hospital,facilities used for hospital purposes,117 Banting Drive,Deep River,K0J1P0,262001.45045354895,13.021291703191515,,2012
560,56,Public Hospital,Acute Hospital,Deep River and District Hospital,Deep River & District Hospital,administrative offices and related facilities,117 Banting Drive,Deep River,K0J1P0,6687.67226445102,13.021291703191515,,2012
561,57,Public Hospital,Acute/Chronic Hospital,Dryden Regional Health Centre,Ambulance Garage,facilities used for hospital purposes,58 Goodall Street,Dryden,P8N1V8,18068.193128,6.434467032622506,,2012
562,58,Public Hospital,Acute/Chronic Hospital,Dryden Regional Health Centre,Dryden Regional Health Centre,facilities used for hospital purposes,58 Goodall Street,Dryden,P8N1V8,846360.2104723755,12.939428804478272,,2012
563,59,Public Hospital,Acute/Chronic Hospital,Dunnville Haldimand War Memorial Hospital,Haldimand War Memorial Hospital,facilities used for hospital purposes,206 John Street,Dunnville,N1A2P7,805738.403255,14.52182834821856,,2012
564,60,Public Hospital,Acute/Chronic Hospital,Elliot Lake St. Joseph's General Hospital,St. Joseph's General Hospital Elliot Lake (SJGHEL),facilities used for hospital purposes,70 Spine Road,Elliot Lake,P5A1X2,2172126.752081,26.47678395678845,,2012
565,61,Public Hospital,Acute/Chronic Hospital,Englehart and District Hospital,Englehart and District Hospital,facilities used for hospital purposes,61-5th Street,Ontario,P0J1H0,222258.26064974,10.122538355254964,,2012
566,62,Public Hospital,Acute/Chronic Hospital,Englehart and District Hospital,Englehart and District Hospital,administrative offices and related facilities,61-5th Street,Ontario,P0J1H0,13396.88787199,10.122483916204862,,2012
567,63,Public Hospital,Acute/Chronic Hospital,Englehart and District Hospital,Englehart and District Hospital,administrative offices and related facilities,61A-5th Street,Ontario,P0J1H0,1157.08992,3.849036568995302,,2012
568,64,Public Hospital,Acute/Chronic Hospital,Espanola General Hospital,Espanola General Hospital,facilities used for hospital purposes,825 McKinnon,Espanola,P5E1R4,751413.645808,13.29737871884894,,2012
569,65,Public Hospital,Acute/Chronic Hospital,Exeter South Huron Hospital Association,South Huron Hospital Association,facilities used for hospital purposes,24 Huron Street West,Exeter,N0M1S2,193973.61170684,11.915175029532003,,2012
570,66,Public Hospital,Acute/Chronic Hospital,Exeter South Huron Hospital Association,South Huron Hospital Association,facilities used for hospital purposes,23 Huron Street West,Exeter,N0M1S2,8595.96416,6.040573562934159,,2012
571,67,Public Hospital,Acute/Chronic Hospital,Fergus Groves Memorial Community Hospital,Groves Memorial Community Hospital,facilities used for hospital purposes,235 Union Street East,Fergus,N1M1W3,719741.6288950014,18.63728498942073,,2012
572,68,Public Hospital,Acute/Chronic Hospital,Fergus Groves Memorial Community Hospital,Groves Memorial Community Hospital,administrative offices and related facilities,235 Union Street East,Fergus,N1M1W3,154274.58492481045,10.035461148149633,,2012
573,69,Public Hospital,Acute/Chronic Hospital,Fort Frances Riverside Health Care,Emo Health Center,facilities used for hospital purposes,170 Front Street,Emo,P0W1E0,164705.20337494,1.1411624304032504,,2012
574,70,Public Hospital,Acute/Chronic Hospital,Fort Frances Riverside Health Care,La Verendrye General Hospital,facilities used for hospital purposes,110 Victoria Ave,Fort Frances,P7Z2B7,1215173.7512513,1.5107048446483309,,2012
575,71,Public Hospital,Acute/Chronic Hospital,Fort Frances Riverside Health Care,Rainy River Health Center,facilities used for hospital purposes,109 4 Street,Rainy River,P0W1L0,175017.94146146,0.927151562152366,,2012
576,72,Public Hospital,Acute/Chronic Hospital,Geraldton District Hospital,Geraldton District Hospital,facilities used for hospital purposes,500 Hogarth Avenue,Geraldton,P0T1M0,706608.01051075,14.988092870208934,,2012
577,73,Public Hospital,Acute/Chronic Hospital,Goderich Alexandra Marine and General Hospital,Alexandra Marine and General Hospital,facilities used for hospital purposes,120 Napier Street,Goderich,N7A1W5,727701.2054860999,19.874784555113603,,2012
578,74,Public Hospital,Acute/Chronic Hospital,Goderich Alexandra Marine and General Hospital,Clinton Community Mental Health,administrative offices and related facilities,56 Mary,Clinton,N0M1L0,1277.9106263920005,2.030038067098248,,2012
579,75,Public Hospital,Acute/Chronic Hospital,Goderich Alexandra Marine and General Hospital,Exeter Community Mental Health,administrative offices and related facilities,303 Main Street,Exeter,N0M1S3,5629.054078261999,7.574507959472732,,2012
580,76,Public Hospital,Acute/Chronic Hospital,Goderich Alexandra Marine and General Hospital,Goderich Community Mental Health,administrative offices and related facilities,274 Huron Road,Goderich,N7A3A5,3799.620756320001,3.964408428128428,,2012
581,77,Public Hospital,Acute/Chronic Hospital,Goderich Alexandra Marine and General Hospital,Wingham Community Mental Health,administrative offices and related facilities,253 Josephine Street,Wingham,N0G2W0,3798.95824,7.301388068517425,,2012
582,78,Public Hospital,Acute Hospital,Guelph General Hospital,Guelph General Hospital,facilities used for hospital purposes,115 Delhi St,Guelph,N1E4J4,3757690.165775,18.396115478070133,,2012
583,79,Public Hospital,Acute/Chronic Hospital,Guelph St. Joseph's Health Care,St. Joseph's Health Centre Guelph,facilities used for hospital purposes,100 Westmount Road,Guelph,N1H5H8,1901154.654586708,13.058741436434834,,2012
584,80,Public Hospital,Acute Hospital,Hagersville West Haldimand General Hospital,West Haldimand General Hospital,facilities used for hospital purposes,75 Parkview Road,Hagersville,N0A1H0,599748.656274,18.245150507765004,,2012
585,81,Public Hospital,Acute Hospital,Hagersville West Haldimand General Hospital,WHGH - Health Care Centre,facilities used for hospital purposes,75 Parkview Road,Hagersville,N0A1H0,130195.94312,18.162535958017177,,2012
586,82,Public Hospital,Acute Hospital,Hagersville West Haldimand General Hospital,WHGH Maintenance Building,administrative offices and related facilities,75 Parkview Road,Hagersville,N0A1H0,8691.568489000001,12.60921646274576,,2012
587,83,Public Hospital,Acute Hospital,Haliburton Highlands Health Services,HHHS - Haliburton Facility,administrative offices and related facilities, 7199 Gelert Road PO Box 115,Haliburton,K0M1S0,325814.0922948,11.383346396242484,,2012
588,84,Public Hospital,Acute Hospital,Haliburton Highlands Health Services,HHHS - Minden Facility,administrative offices and related facilities,6 MacPherson Street PO Box 30,Minden,K0M2K0,354043.1253232,6.5859920937162855,,2012
589,85,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Addiction Services - Mens Withdrawal,facilities used for hospital purposes,595 Main St East,Hamilton,L8M1J7,24948.710848,7.287836851653146,,2012
590,86,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Bruce building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,62217.8247476,13.169488441266717,,2012
591,87,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  East Pavillion,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,47629.1162056,13.16943701494029,,2012
592,88,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Evel building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,325840.3640226,13.169549974881544,,2012
593,89,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Ewart building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,154393.02007720002,13.169501862224598,,2012
594,90,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Patterson building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,134363.0216628,13.169616157623748,,2012
595,91,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Southam building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,155743.8748438,13.16957420069263,,2012
596,92,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Wilcox,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,842100.3716004001,13.169555049656388,,2012
597,93,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke Central Building,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,296229.42894320004,13.169536736844105,,2012
598,94,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke Holbrook,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,636373.9971474,13.1695522374885,,2012
599,95,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke West Quarters,facilities used for hospital purposes,559 Sanatorium Rd,Hamilton,L9C1C4,80175.9653586,13.169654838276331,,2012
600,96,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,"David Braley Cardiac, Vascular, and Stroke Institute",facilities used for hospital purposes,20 Copeland Ave,Hamilton,L8L8E7,3351856.879636789,33.54481575663827,,2012
601,97,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Hamilton General Hospital,facilities used for hospital purposes,237 Barton St,Hamilton,L8L2X2,12510457.330258256,33.54481453257968,,2012
602,98,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Juravinski Cancer Centre,facilities used for hospital purposes,711 Concession Street,Hamilton,L8V1C3,5976527.91642064,59.37383877496713,,2012
603,99,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Juravinski Hospital,facilities used for hospital purposes,711 Concession Street,Hamilton,L8V1C3,9336019.79174156,60.14658557135844,,2012
604,100,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,McMaster University Medical Centre,facilities used for hospital purposes,1200 Main Street West,Hamilton,L8S4J9,15675411.422423365,36.890819552273,,2012
605,101,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,New Juravinski Wings B&C,facilities used for hospital purposes,711 Concession Street,Hamilton,L8V1C3,6311298.04009864,59.39562602864799,,2012
606,102,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Regional Rehabilitation Centre,facilities used for hospital purposes,300 Wellington Ave N.,Hamilton,L8L8E7,1420899.437946677,33.544813082866256,,2012
607,103,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,St Peters Hospital,facilities used for hospital purposes,88 Maplewood Ave,Hamilton,L8M1W9,1475982.839458,17.825428120315912,,2012
608,104,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,West Lincoln Memorial Hospital,facilities used for hospital purposes,169 Main St E,Grimsby,L3M1P3,784340.8549455481,23.279836769289496,,2012
609,105,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,WLMH Alexander Globe Center,facilities used for hospital purposes,167 Main Street East,Grimsby,L3M1P3,9152.817412,11.344022549751775,,2012
610,106,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,WLMH Deer Park Villa,facilities used for hospital purposes,150 Central Ave,Grimsby,L3M4Z3,23211.23570265975,15.353227015957708,,2012
611,107,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Bruce building,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,1410.8952818,13.162228536337553,,2012
612,108,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Ewart building,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,30340.587797,13.169296182216224,,2012
613,109,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Res 37,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,26768.8625524,13.169738544271071,,2012
614,110,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Southam building,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,8681.9902698,13.1704404662826,,2012
615,111,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke  Wilcox,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,21665.3585018,13.169138793568717,,2012
616,112,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke Empire Building,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,88750.59213260001,13.169460974103323,,2012
617,113,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke Holbrook,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,1158.3013258,13.173305645151355,,2012
618,114,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Chedoke West Quarters,administrative offices and related facilities,559 Sanatorium Rd,Hamilton,L9C1C4,29907.0698016,13.169265151784566,,2012
619,115,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,"David Braley Cardiac, Vascular, and Stroke Institute",administrative offices and related facilities,20 Copeland Ave,Hamilton,L8L8E7,6093.665601688575,33.544813082866256,,2012
620,116,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Hamilton General Hospital,administrative offices and related facilities,237 Barton St,Hamilton,L8L2X2,67657.80443636674,33.54490800005244,,2012
621,117,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Hospital Library at General Hospital,administrative offices and related facilities,286 Victoria Ave,Hamilton,L8L2X5,18207.646292,6.105360927967242,,2012
622,118,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Juravinski Cancer Centre,administrative offices and related facilities,711 Concession Street,Hamilton,L8V1C3,71816.04371348959,59.37313151236644,,2012
623,119,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Juravinski Hospital,administrative offices and related facilities,711 Concession Street,Hamilton,L8V1C3,49542.4767279144,60.14594986718674,,2012
624,120,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,McMaster University Medical Centre,administrative offices and related facilities,1200 Main Street West,Hamilton,L8S4J9,56940.14107085385,36.89081955769812,,2012
625,121,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,New Juravinski Wings B&C,administrative offices and related facilities,711 Concession Street,Hamilton,L8V1C3,4728.68026625488,59.40677002084019,,2012
626,122,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,Regional Rehabilitation Centre,administrative offices and related facilities,300 Wellington Ave N.,Hamilton,L8L8E7,542318.3160043966,33.5448130828663,,2012
627,123,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,St Peters Hospital,administrative offices and related facilities,88 Maplewood Ave,Hamilton,L8M1W9,689857.576747,17.825442035331363,,2012
628,124,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,West Lincoln Memorial Hospital,administrative offices and related facilities,169 Main St E,Grimsby,L3M1P3,40492.5583348243,23.279836769289467,,2012
629,125,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,WLMH Alexander Globe Center,administrative offices and related facilities,167 Main Street East,Grimsby,L3M1P3,9152.817412,11.344022549751775,,2012
630,126,Public Hospital,Acute/Chronic Hospital,Hamilton Health Sciences Corporation,WLMH Deer Park Villa,administrative offices and related facilities,150 Central Ave,Grimsby,L3M4Z3,23211.23570265975,15.353227015957708,,2012
631,127,Public Hospital,Acute Hospital,Hanover and District Hospital,Hanover and District Hospital,facilities used for hospital purposes,90 th Avenue,Hanover,N4N1N1,949165.96557,20.44974519654492,,2012
632,128,Public Hospital,Acute/Chronic Hospital,Hearst Notre Dame Hospital,Hôpital Notre-Dame Hospital (Hearst),facilities used for hospital purposes,1405 Edward Street,Hearst,P0L1N0,742411.4430731,12.361973430705302,,2012
633,129,Public Hospital,Acute/Chronic Hospital,Hearst Notre Dame Hospital,Hôpital Notre-Dame Hospital (Hearst),administrative offices and related facilities,1405 Edward Street,Hearst,P0L1N0,35816.56475858,2.943313831265471,,2012
634,130,Public Hospital,Acute/Chronic Hospital,Hôpital Général de Hawkesbury & District General Hospital,Hawkesbury and District General Hospital,facilities used for hospital purposes,1111 Ghislain Steet,Hawkesbury,K6A3G5,1028442.754846,14.904731093723193,,2012
635,131,Public Hospital,Acute/Chronic Hospital,Hôpital Général de Hawkesbury & District General Hospital,Hawkesbury and District General Hospital,administrative offices and related facilities,444 Mcgill Street,Hawkesbury,K6A1R2,29402.806176,10.837605249374343,,2012
636,132,Public Hospital,Acute/Chronic Hospital,Hôpital Général de Hawkesbury & District General Hospital,Hawkesbury and District General Hospital,administrative offices and related facilities,175 Maint Street West,Hawkesbury,K6A2H3,6196.184162,4.910280690481957,,2012
637,133,Public Hospital,Acute/Chronic Hospital,Hôpital Général de Hawkesbury & District General Hospital,Hawkesbury and District General Hospital,administrative offices and related facilities,352 Main Steet West,Hawkesbury,K6A2N2,8121.219809,3.5457650312539646,,2012
638,134,Public Hospital,Acute Hospital,Hornepayne Community Hospital,Hornepayne Community Hospital,facilities used for hospital purposes,278 Front Street,Hornepayne,P0M1Z0,60228.26866,14.314953562654178,,2012
639,135,Public Hospital,Acute Hospital,Hornepayne Community Hospital,Hornepayne Community Hospital,administrative offices and related facilities,278 Front Street,Hornepayne,P0M1Z0,48482.451808,7.6181607862815905,,2012
640,136,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,Huntsville District Memorial Hospital,facilities used for hospital purposes,354 Muskoka Rd N,Huntsville,P1H1H7,1517493.204050615,26.68363134595741,,2012
641,137,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,South Muskoka Memorial Hospital,facilities used for hospital purposes,75 Ann Street,Bracebridge,P1L2E4,1702018.6364379723,23.78352054705544,,2012
642,138,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,Huntsville District Memorial Hospital,administrative offices and related facilities,354 Muskoka Rd N,Huntsville,P1H1H7,79868.063371085,17.320953680709195,,2012
643,139,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,South Muskoka Memorial Hospital,administrative offices and related facilities,75 Ann Street,Bracebridge,P1L2E4,89579.9282335775,15.438425618264054,,2012
644,140,Public Hospital,Acute/Chronic Hospital,Iroquois Falls Anson General Hospital,Anson General Hospital,facilities used for hospital purposes,58 Anson Drive,Iroquois Falls,P0K1E0,553565.451305,15.105477637965116,,2012
645,141,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Sensenbrenner Hospital,facilities used for hospital purposes,101 Progress Crescent,Kapuskasing,P5N3H5,1126517.077202,13.084675686272242,,2012
646,142,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Administration,administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N3H5,34824.285601,13.084323662060015,,2012
647,143,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Continuing Care Access Centre,administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N3H5,19935.016977,13.084136552310095,,2012
648,144,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,KDEC / FLHS,administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N3H5,20154.063288,13.085006902442066,,2012
649,145,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,Kemptville District Hospital,facilities used for hospital purposes,2675 Concession Rd.,Kemptville,K0G1J0,1041710.1582653058,21.574790970818565,,2012
650,146,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,KDH Health Centre,administrative offices and related facilities,2671 Concession Rd.,Kemptville,K0G1J0,16696.685452,4.135280838943464,,2012
651,147,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,Public Health Unit,administrative offices and related facilities,2675 Concession Rd.,Kemptville,K0G1J0,19698.534582694767,12.722186779919056,,2012
652,148,Public Hospital,Acute/Chronic Hospital,Kenora Lake of the Woods District Hospital,Lake of the Woods District Hospital,facilities used for hospital purposes,21 Sylvan St W,Kenora,P9N3W7,1845022.5299377504,10.81877380388793,,2012
653,149,Public Hospital,Acute/Chronic Hospital,Kenora Lake of the Woods District Hospital,Lake of the Woods District Hospital - St Joseph Health Centre,administrative offices and related facilities,21 Wolsley St,Kenora,P9N3W7,166970.36470024905,10.81877380388794,,2012
654,150,Public Hospital,Acute/Chronic Hospital,Kingston General Hospital,Kingston General Hospital,facilities used for hospital purposes,76 Stuart Street,Kingston,K7L2V7,10606393.96654674,13.592589899858734,,2012
655,151,Public Hospital,Acute/Chronic Hospital,Kingston General Hospital,Kingston General Hospital,administrative offices and related facilities,76 Stuart Street,Kingston,K7L2V7,558234.36719526,8.823298130279438,,2012
656,152,Public Hospital,Acute Hospital,Kingston Hotel Dieu Hospital,Hotel Dieu Hospital,facilities used for hospital purposes,166 Brock Street,Kingston,K7L5G2,3115149.062498608,9.3027930009151,,2012
657,153,Public Hospital,Acute Hospital,Kingston Hotel Dieu Hospital,Hotel Dieu Hospital,administrative offices and related facilities,166 Brock Street,Kingston,K7L5G2,827981.959303376,9.30100097665376,,2012
658,154,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,Mental Health Services site,facilities used for hospital purposes,752 King St. West,Kingston,K7L4X3,2939160.221262,10.82326918475478,,2012
659,155,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,St. Mary's of the Lake Hospital site,facilities used for hospital purposes,340 Union St.,Kingston,K7L5A2,1577580.211615384,9.59692148624842,,2012
660,156,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,Other bldgs on shared utility meters,administrative offices and related facilities,752 King St. West,Kingston,K7L4X3,1320491.662678,11.027258654167516,,2012
661,157,Public Hospital,Acute/Chronic Hospital,Kirkland and District Hospital,Kirkland Lake and Distrtict Hospital - Kirkland Lake,facilities used for hospital purposes,145 Government Road East,Kirkland Lake,P2N3P4,1888591.068918,14.101705996224808,,2012
662,158,Public Hospital,Acute/Chronic Hospital,Kirkland and District Hospital,Kirkland Lake and Distrtict Hospital - Kirkland Lake,administrative offices and related facilities,145 Government Road East,Kirkland Lake,P2N3P4,209843.452102,14.101705996224805,,2012
663,159,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,52 Glasgow Street,facilities used for hospital purposes,52 Glasgow Street,Kitchener,N2G2G8,67201.2589654,14.211379433348386,,2012
664,160,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,850 King Street,facilities used for hospital purposes,850 King St W,Kitchener,N2G1E8,48475.75133745,6.373025939932144,,2012
665,161,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Freeport Site,facilities used for hospital purposes,3570 King St E,Kitchener,N2A2W1,2287264.0799278,16.13685391729445,,2012
666,162,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Kitchener-Waterloo Site,facilities used for hospital purposes,835 King St W,Kitchener,N2G1G3,6267210.957464971,21.956694506525995,,2012
667,163,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,52 Glasgow Street,administrative offices and related facilities,52 Glasgow Street,Kitchener,N2G2G8,3536.9083666,9.224930509366494,,2012
668,164,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,850 King Street,administrative offices and related facilities,850 King St W,Kitchener,N2G1E8,2551.35533355,4.136876487324375,,2012
669,165,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Freeport Site,administrative offices and related facilities,3570 King St E,Kitchener,N2A2W1,120382.3199962,10.474799911226222,,2012
670,166,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Kitchener-Waterloo Site,administrative offices and related facilities,835 King St W,Kitchener,N2G1G3,329853.20828763,14.25259117090284,,2012
671,167,Public Hospital,Acute Hospital,Kitchener St. Mary's General Hospital,St. Mary's General Hospital,facilities used for hospital purposes,911 Queen's Boulevard,Kitchener,N2N1B2,3731832.0247064,18.91633803549999,,2012
672,168,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Dubreuilville Medical Clinic,facilities used for hospital purposes,P.O. Box 100 ,Dubreuilville,P0S1B0,7166.985,3.797719200535452,,2012
673,169,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Lady Dunn Health Centre,facilities used for hospital purposes,17 Government Road,Wawa,P0S1K0,420697.643224,10.688856966534876,,2012
674,170,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Lady Dunn Health Centre,administrative offices and related facilities,17 Government Road,Wawa,P0S1K0,15880.90422131768,10.285363591088178,,2012
